Tweet,Class
@NoeryNoery2 @e100ss Iya di pondok maritim juga padam.sejak jam 14.15 tadi....sampa sekarang belum nyala ada apa ya,0
@e100ss @PLNJATIM @pln_123 pemadaman listrik terjadi di Griya Babatan Mukti sudah berlangsung 1 jam. Mohon info berapa lama padam.,0
RT @rezafachrial: @e100ss info kenapa ya di tol ini panjang banget macet berhenti dari dupak ke arah waru,0
@e100ss info kenapa ya di tol ini panjang banget macet berhenti dari dupak ke arah waru,0
"@e100ss @pln_123 @KementerianESDM no komplain EOT2KAF, listrik sering padam, peralatan elektronik cepat rusak!! Solusi anda pak mentri ??",0
"Di daerah lidah wetan listrik padam, knp ya? @e100ss @pln_123",0
"@e100ss @infolistrikjtm @PLNJATIM perum wisata bukit mas lidah wetan, mati lampu knp y?",0
"@pln_123 ,@e100ss gimana ini listrik di rungkut wonorejo selatan gg 3 sering padam mohon dong pantauan pihak terkait apa masalah nya ???<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>",0
RT @JurnalPhobia: @e100ss listrik di KPP pratama Wonocolo padam. Pelayanan berhenti total kecuali konsultasi. Tdk ada penjelasan dr petugas…,0
RT @NoeryNoery2: @e100ss mohon infonya..daerah jln.raya wiguna timur koq padam listriknya...?ada apa??..Terima kasih,0
@e100ss mohon infonya..daerah jln.raya wiguna timur koq padam listriknya...?ada apa??..Terima kasih,0
"RT @alfianefendi92: @e100ss Listrik didaerah Jojoran Baru padam,ada apa ya ???",0
@e100ss listrik di KPP pratama Wonocolo padam. Pelayanan berhenti total kecuali konsultasi. Tdk ada penjelasan dr p… https://t.co/sUWePNtxsS,0
"@e100ss Listrik didaerah Jojoran Baru padam,ada apa ya ???",0
"RT @enongaps: @e100ss air di perum pondok maritim indah hampir sebulan ini tiba2 mengecil , padahal sebelumnya normal , kenapa ya ?",0
"RT @ayop_jail: Jl. Raya Randegansari tutup total kawan, proses pengecoran sdh di pertigaan desa tlapak  @e100ss https://t.co/6UuK6ZSWUT",1
RT @SriRahajunings1: @LiyantoHendra @e100ss Akses jln sempit pelebarannya gak slesai2 sampai kpn bu Risma jln di Benowo dikerjakan,0
"RT @sidayatni: @e100ss e-money ditolak di exit tol pandaan,ktnya harus daftar dulu bla bla. Mau dukung program cashless kok malah merasa di…",0
"RT @e100ss: Pagi ini Jembatan Ploso diberlakukan buka tutup karena ada kegiatan perbaikan jembatan, lalu lintas padat. AKP... https://t.co/…",1
RT @sutrisnodjoko61: @BPBLinmas_sby @e100ss keranjang lapangan bola basket di taman cahaya depan kec pakal sdh rusak tolong diperbaiki agar…,0
RT @rifqi_radityo: Pelayanan Telkom Indihome mengecewakan. Laporan IN-20165827 sdh 1 Minggu tdk ada Tanggapan apapun dari Telkom/Teknisi. @…,0
"RT @Oresokto: Nyoba di gate Porong-Pandaan pke e-toll,kok invalid.Kata petugasnya sdh 2 org yg blg bgitu.Nah..klo smua pke etoll,apa g mace…",0
"RT @Dcahyawan09: @e100ss @imandwi35  07:30. pagi! day 10-proyek jalan : ruas bendungan kraton, pengaspalan completed, jalur clear 2 arah la…",1
"@e100ss e-money ditolak di exit tol pandaan,ktnya harus daftar dulu bla bla. Mau dukung program cashless kok malah merasa dipersulit <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",0
RT @zyruba88: @e100ss sedangkan arus lalu lintas keluar pasuruan menuju surabaya sudah mulai terjadi kemacetan karena perbaikan jalan https…,1
Pelayanan Telkom Indihome mengecewakan. Laporan IN-20165827 sdh 1 Minggu tdk ada Tanggapan apapun dari Telkom/Teknisi. @TelkomCare @e100ss,0
"RT @Oresokto: Nyoba di gate Porong-Pandaan pke e-toll,kok invalid.Kata petugasnya sdh 2 org yg blg bgitu.Nah..klo smua pke etoll,apa g mace…",0
"RT @Oresokto: Nyoba di gate Porong-Pandaan pke e-toll,kok invalid.Kata petugasnya sdh 2 org yg blg bgitu.Nah..klo smua pke etoll,apa g mace…",0
"RT @Dcahyawan09: @e100ss @imandwi35  07:30. pagi! day 10-proyek jalan : ruas bendungan kraton, pengaspalan completed, jalur clear 2 arah la…",1
RT @galih_r4dyt: Ramai lancar menuju medaeng dan masuk tol @imandwi35 @e100ss https://t.co/014fNhs4vT,1
"RT @Dcahyawan09: @e100ss @imandwi35  07:30. pagi! day 10-proyek jalan : ruas bendungan kraton, pengaspalan completed, jalur clear 2 arah la…",1
"Nyoba di gate Porong-Pandaan pke e-toll,kok invalid.Kata petugasnya sdh 2 org yg blg bgitu.Nah..klo smua pke etoll,apa g macet ? @e100ss",0
"@PDAMSurabaya Mohon bantuannya @PDAMSurabaya @OmbudsmanRI137 @YLKI_ID @Tri_Rismaharini @e100ss @SapawargaSby 

Terima kasih",1
@e100ss gate pengambilan kartu di entry gempol sering error. Kartu tdk keluar. Kdg ada petugas. Seringnya tdk. https://t.co/Hg6iAJ3Ji8,0
RT @YongkiWHD: @e100ss listrik di babatan pratama dan sekitar sdh hidup kembali... Terimakasih,0
RT @andrewsitorus: Pagi min @e100ss ..listrik  di wilayah perum pondok maritim  knapa padam ya? Mhn segera dinyalakan kembali...trims,0
RT @Abigail2107: @e100ss listrik wiyung pratama mati. Ada apa ya?,0
RT @josebernadett9: @YongkiWHD @e100ss Iya nih gangguan knapa ya?,0
RT @DidikHariant: @e100ss  balas klumprik lampunya sudah nyala … terima kasih pln,1
@e100ss  balas klumprik lampunya sudah nyala … terima kasih pln,1
@e100ss listrik di babatan pratama dan sekitar sdh hidup kembali... Terimakasih,1
Pagi min @e100ss ..listrik  di wilayah perum pondok maritim  knapa padam ya? Mhn segera dinyalakan kembali...trims,0
@e100ss listrik wiyung pratama mati. Ada apa ya?,0
@YongkiWHD @e100ss Iya nih gangguan knapa ya?,0
"@e100ss Listrik di daerah Babatan Pratama Wiyung mati saat ini, apakah ada info kpn hidup kembali?",0
RT @zyruba88: @e100ss sedangkan arus lalu lintas keluar pasuruan menuju surabaya sudah mulai terjadi kemacetan karena perbaikan jalan https…,1
RT @andhiasjari: @e100ss Mantab....Alhamdulillah....,1
RT @wawan_giant: @Telkomsel @e100ss network 4G kenapa tidak stabil? Sering pindah ke 3G,0
"RT @DianMargaretha7: @e100ss di tempat saya daerah jatisrono, jembatan malah dibuat parkir angkot sama mobil pribadi, wes jembatane cilik m…",0
RT @ogie26: @e100ss kapan ya masyarakat kita sadar tidak buang smpah sembarangan??..pemandangan yg sering sekali di Gedangan depan kantor I…,0
RT @wawanchr: @e100ss padat merambat di tol arah sby sampai kawasan masjid al akbar,0
RT @UmmuZaqna: Jalur tol surabaya gresik padat merayap dari gerbang tol waru 4 @e100ss https://t.co/upW85ya3Kg,0
RT @Didik99952675: @e100ss tol arah perak macet ada kecelakaan mobil hati2 kawan,0
RT @mujieb92: @e100ss kndaraan prkir d jln gayungan  dr arah a.yani mnuju msjid agung.jln ud lebar tp klok sisipan msih mngalah satu dg yg…,0
RT @rofiudinmtaufiq: @e100ss @pln_123 @daengemma entah dimana gangguannya...2hr ini tdk bs beli token pra bayar pln...kasian yg kehabisan k…,0
"RT @DBachrie: @e100ss tropodo,  tol berbek tol waru arah satelit lancaaar jaya",1
"RT @e100ss: 08.38: #JalurMACET
1. Akses masuk Babatan Indah Wiyung ditutup karena ada pengerjaan box culvert, kendaraan... https://t.co/bsX…",1
@e100ss jika bisa hindari jembatan Morowudi....macet..saya aja lewat tol,1
"RT @zyruba88: @e100ss penyebab kemacetan lalu lintas di jalan raci bangil, perbaikan jalan kira kira 500 meter menjelang masuk kota pasurua…",1
RT @zyruba88: @e100ss sedangkan arus lalu lintas keluar pasuruan menuju surabaya sudah mulai terjadi kemacetan karena perbaikan jalan https…,1
RT @Ari_Kaizer: @e100ss ini baru jalan bebas hambatan (tol rembang-gempol) https://t.co/sH2jeYSKVI,1
@e100ss Mantab....Alhamdulillah....,1
"RT @YonnathanIS: @e100ss jam pulang kerja tidak bisa masuk rumah akibat galian pdam jalan cimanuk, tolong yg punya proyek bagaimana ini? Be…",0
RT @Ari_Kaizer: @e100ss ini baru jalan bebas hambatan (tol rembang-gempol) https://t.co/sH2jeYSKVI,1
"@e100ss jam pulang kerja tidak bisa masuk rumah akibat galian pdam jalan cimanuk, tolong yg punya proyek bagaimana… https://t.co/9bXxLy3gNt",0
@e100ss ini baru jalan bebas hambatan (tol rembang-gempol) https://t.co/sH2jeYSKVI,1
@Telkomsel @e100ss network 4G kenapa tidak stabil? Sering pindah ke 3G,0
@e100ss kapan ya masyarakat kita sadar tidak buang smpah sembarangan??..pemandangan yg sering sekali di Gedangan de… https://t.co/4WhPtDoGU9,0
@e100ss padat merambat di tol arah sby sampai kawasan masjid al akbar,0
@e100ss @pln_123 @daengemma entah dimana gangguannya...2hr ini tdk bs beli token pra bayar pln...kasian yg kehabisan kwh...,0
"@e100ss tropodo,  tol berbek tol waru arah satelit lancaaar jaya",1
"08.38: #JalurMACET
1. Akses masuk Babatan Indah Wiyung ditutup karena ada pengerjaan box culvert, kendaraan... https://t.co/bsXDA5NDTI",1
"RT @Dcahyawan09: @e100ss @imandwi35  07:40. pagi! day 9-proyek jln : ruas bendungan kraton, lalin antri 50 m 2 arah. Most of heavy duty equ…",0
"RT @Dcahyawan09: @e100ss @imandwi35  07:40. pagi! day 9-proyek jln : ruas bendungan kraton, lalin antri 50 m 2 arah. Most of heavy duty equ…",1
"@e100ss @imandwi35  07:40. pagi! day 9-proyek jln : ruas bendungan kraton, lalin antri 50 m 2 arah. Most of heavy d… https://t.co/2LczSHRfxE",1
"Klo psg box culvert msh nanti siang,pg2 jln jgn ditutup.Wrg bbtn indah kluar dr bbtn mukti,macetnya mulai dr dlm perumahan. @e100ss",0
"RT @Oresokto: Jln Babatan Indah ditutup,pdhl aspal g diapa-apakan.Mbok lbh paham,nanti jam 9 aja jlnny ditutup.Macet smua kluar dr Babatan…",0
"Jln Babatan Indah ditutup,pdhl aspal g diapa-apakan.Mbok lbh paham,nanti jam 9 aja jlnny ditutup.Macet smua kluar dr Babatan Mukti @e100ss",0
RT @e100ss: #SSInfo Mulai Rabu 13/9 sampai Sabtu 16/9 Jl Darmokali DITUTUP u/ pengerjaan girder Jembatan Ratna. Berikut pengalihan arusnya.…,1
RT @e100ss: #SSInfo Mulai Rabu 13/9 sampai Sabtu 16/9 Jl Darmokali DITUTUP u/ pengerjaan girder Jembatan Ratna. Berikut pengalihan arusnya.…,1
"RT @Iyan_Photograph: @e100ss info lalin dri arah ngagel marvel city ke arah darmokali stlah jmbatan ditutup lgi jalannya,jdi hrs muter...",1
"@e100ss info lalin dri arah ngagel marvel city ke arah darmokali stlah jmbatan ditutup lgi jalannya,jdi hrs muter...",1
"RT @puturudy: @vlrery @e100ss Kalau tujuan Rungkut dan turun di Pondok Candra, ada potensi clogging juga dibwh jemb tol. Tp rasanya lbh nya…",1
"RT @puturudy: @vlrery @e100ss Kalau tujuan Rungkut dan turun di Pondok Candra, ada potensi clogging juga dibwh jemb tol. Tp rasanya lbh nya…",1
@ainissfm @e100ss Box Cover Manukan cukup di kerjakan 1-3 km kalau blm bisa s/d Benowo.yg penting adalah WARGA ingin tahu APA alasan nya .,0
"@e100ss Petugas Indihome tdk profesional, pasang di tetangga saya kabel melintas halaman saya tanpa konfirm,dikomplain blm dirubah smp skr",0
"@ainissfm @e100ss Mbak Aini gimana soal Box Cover di Manukan yg tiap Hari macet-cet, instagram Bu Risma gak ADA jawaban.",0
RT @vlrery: @puturudy @e100ss Betul. Rasanya percuma naik tol satelit ke rungkut industri. Waktu yg dibutuhkan sama seperti lewat jalan baw…,0
"RT @astratolkerjo: Selama masa sosialisasi dan uji coba, pengguna jalan tol tidak dikenakan tarif tol atas seksi 2. @e100ss @RadioMajaFM ht…",1
"RT @vdSLANKY: @e100ss lampu mati daerah ketintang sekitar pukul18.00 wib dan sampai sekarang belum menyala, penyebabnya apa ya? Mohon seger…",0
"@e100ss lampu mati daerah ketintang sekitar pukul18.00 wib dan sampai sekarang belum menyala, penyebabnya apa ya? Mohon segera cepat nyala",0
"RT @har2no: @PLNJATIM @pln_123 @e100ss terjadi pemadaman listrik di Babatan Mukti , Wiyung, Surabaya. Mohon informasi berapa lama padam ?",0
"RT @elhasan: @e100ss Kalianak Timur Gg. Lebar, PDAM mati sejak kemarin. Dampak dari pipa yg terkena alat berat pryek gorong2.",0
RT @galih_r4dyt: Ry Darmo ramai lancar 2 arah @e100ss https://t.co/Nkb9UxD4v6,1
RT @agoessoesanto2: @e100ss Setuju..prinsipnya jalan itu fasilitas untuk umum bukan milik pribadi. Parkir pinggir jalan = menyusahkan orang…,1
"RT @ilahi_nia: @e100ss @TelkomIndonesia @TelkomCare speedy+tlp kantor sy mati dr tgl 28/8 min,tp smpk skrg petugas gak ada yg dtg,cm diPHPi…",0
RT @Andikjaya: @e100ss info daerah gubeng jaya dan sekitar nya listrik padam udah 1 jam lebih #PLN,0
"RT @dwinda13: Area gubeng kertajaya sby listrik padam sejak 2 jam lalu, mohon info dan bantuanya @e100ss @pln_123",0
"@PLNJATIM @pln_123 @e100ss terjadi pemadaman listrik di Babatan Mukti , Wiyung, Surabaya. Mohon informasi berapa lama padam ?",0
RT @galih_r4dyt: Ry Darmo ramai lancar 2 arah @e100ss https://t.co/Nkb9UxD4v6,1
"@e100ss Kasian anak2 sekolah, toiletnya g ada airnya.",0
RT @galih_r4dyt: Ry Darmo ramai lancar 2 arah @e100ss https://t.co/Nkb9UxD4v6,1
"@e100ss Kalianak Timur Gg. Lebar, PDAM mati sejak kemarin. Dampak dari pipa yg terkena alat berat pryek gorong2.",0
Ry Darmo ramai lancar 2 arah @e100ss https://t.co/Nkb9UxD4v6,0
Jln.Uripsumoharjo lancar 2 arah @e100ss https://t.co/Zr7wnIVbf1,0
@e100ss Setuju..prinsipnya jalan itu fasilitas untuk umum bukan milik pribadi. Parkir pinggir jalan = menyusahkan o… https://t.co/LiyRYgQWuP,1
@Indra39507277 @agusrudi171106 @e100ss Tol sudah beroperasi antara kertosono sampai krian sejak hari minggu kemarin..,1
"@e100ss @TelkomIndonesia @TelkomCare speedy+tlp kantor sy mati dr tgl 28/8 min,tp smpk skrg petugas gak ada yg dtg,cm diPHPin doank,,why??!!",0
"RT @Dcahyawan09: @e100ss 07:40. pagi... day 8 - proyek perbaikan jalan : ruas bendungan pasuruan, arus lalin antri 400 m utk arah bangil da…",1
"@e100ss 07:40. pagi... day 8 - proyek perbaikan jalan : ruas bendungan pasuruan, arus lalin antri 400 m utk arah ba… https://t.co/X3OMX80gLw",1
@e100ss info daerah gubeng jaya dan sekitar nya listrik padam udah 1 jam lebih #PLN,0
"RT @dwinda13: Area gubeng kertajaya sby listrik padam sejak 2 jam lalu, mohon info dan bantuanya @e100ss @pln_123",0
"Area gubeng kertajaya sby listrik padam sejak 2 jam lalu, mohon info dan bantuanya @e100ss @pln_123",0
"@e100ss Listrik padam di PerumTas 3 Wonoayu, udah hampir 60 menitan. Tolong PLN segera bertindak",0
"RT @alekang: @e100ss petugas indihome tdk profesional,pasang  di tetangga saya kabel melintas di halaman saya tanpa konfirm,dikomplain blm…",0
"RT @twhoel_aja: @e100ss tolong untk segera ditindak lanjuti,, klo ada kerusakan ya diperbaiki, jgn cm dicheck doang.. Capek kita sbg warga…",0
"RT @twhoel_aja: @e100ss PDAM klo telat kena denda, klo mati ky tutup telinga.ckckckck.. Tetangga ada yg udh lansia dan balita, kasian..",0
RT @twhoel_aja: @e100ss senin pagi di komplain lg katanya pompa macet dan hr ini dilakukan pengecekan..Mati udh 3minggu kok hr ini baru dil…,0
"RT @twhoel_aja: @e100ss air PDAM mati sejak 3minggu lalu di jln bougenville, wisma tropodo, waru. Sbtu pagi saat mengajukan compalin, petug…",0
e100ss listrik sidotopo wetan (stasiun dipo) sudah kembali nyala,1
@e100ss sidotopo wetan (stasiun dipo) pemadaman listrik https://t.co/pHLFgf0E21,0
"RT @Jup_Didin: Dari beberapa hari ini air pdam di wilayah keputih, kel. Keputih surabaya aliran airnya tidak keluar, tanya kenapa ? @PDAMSu…",0
"@e100ss debit air PDAM di perumahan deltasari indah sangat kecil, menurut info penduduk sekitar juga seperti ini se… https://t.co/FRgK4uZNr1",1
"@e100ss tolong untk segera ditindak lanjuti,, klo ada kerusakan ya diperbaiki, jgn cm dicheck doang.. Capek kita sbg warga kurang air",0
"@e100ss PDAM klo telat kena denda, klo mati ky tutup telinga.ckckckck.. Tetangga ada yg udh lansia dan balita, kasian..",0
@e100ss senin pagi di komplain lg katanya pompa macet dan hr ini dilakukan pengecekan..Mati udh 3minggu kok hr ini baru dilakukan pengecekan,0
"@e100ss air PDAM mati sejak 3minggu lalu di jln bougenville, wisma tropodo, waru. Sbtu pagi saat mengajukan compalin, petugas ngeyel",0
RT @satrio_sxd: @e100ss pkm waru kebakaran https://t.co/qNhKvgrLlJ,0
RT @satrio_sxd: @e100ss pkm waru kebakaran https://t.co/qNhKvgrLlJ,0
@e100ss tiket masuk Kolam renang Pasar atum tulisannya 17k tapi diganti 19k ... mohon buat pengelola jgn malas gant… https://t.co/A6Ox6yGAEg,0
RT @satrio_sxd: @e100ss pkm waru kebakaran https://t.co/qNhKvgrLlJ,0
@e100ss pkm waru kebakaran https://t.co/qNhKvgrLlJ,0
RT @PritaShikari: @e100ss ada kebakaran di puskesmas waru min..,0
"RT @Jup_Didin: Dari beberapa hari ini air pdam di wilayah keputih, kel. Keputih surabaya aliran airnya tidak keluar, tanya kenapa ? @PDAMSu…",0
"RT @Jup_Didin: Dari beberapa hari ini air pdam di wilayah keputih, kel. Keputih surabaya aliran airnya tidak keluar, tanya kenapa ? @PDAMSu…",0
RT @PritaShikari: @e100ss ada kebakaran di puskesmas waru min..,0
@e100ss ada kebakaran di puskesmas waru min..,0
"Dari beberapa hari ini air pdam di wilayah keputih, kel. Keputih surabaya aliran airnya tidak keluar, tanya kenapa ? @PDAMSurabaya @e100ss",0
"RT @Hahnburger: Dari gerbang tol waru4 hingga exit satelit macet parah, padahal di gate tol tertulis lancar, harusnya di infokan kalau penu…",0
@e100ss padat mulai exit tol waru arah satelit https://t.co/lnyTxBDfx0,0
RT @sugiantoagus001: Demi kluarga...kerjaan apapun bisa...@infoPLN @e100ss https://t.co/XpmpXmp3X8,1
"Dari gerbang tol waru4 hingga exit satelit macet parah, padahal di gate tol tertulis lancar, harusnya di infokan ka… https://t.co/oojYbBM7Yu",0
RT @sugiantoagus001: Demi kluarga...kerjaan apapun bisa...@infoPLN @e100ss https://t.co/XpmpXmp3X8,1
RT @sugiantoagus001: Demi kluarga...kerjaan apapun bisa...@infoPLN @e100ss https://t.co/XpmpXmp3X8,1
RT @sipit_tung: @e100ss kalo 10 truk saja jalan sampahnya bisa numpuk di jalan https://t.co/0ldZVKlGY6,0
RT @Saridee2: @e100ss kenapa timer count down di TL dihilangkan ? Itu kan bisa utk timer waspada?,0
RT @sipit_tung: @e100ss kalo 10 truk saja jalan sampahnya bisa numpuk di jalan https://t.co/0ldZVKlGY6,0
RT @sugiantoagus001: Demi kluarga...kerjaan apapun bisa...@infoPLN @e100ss https://t.co/XpmpXmp3X8,1
RT @e100ss: Badai Irma Putus Aliran Listrik Dua Juta Pelanggan. (odp-rs)... https://t.co/jWXiZXVUH1,0
RT @laksmasetiawan: @Saridee2 @e100ss 3. Penggunaan timer malah sering disalahgunakan. Jadi semacam countdown utk berlomba dulu2an start he…,0
"RT @win4r: @Saridee2 @Arlensia8 @e100ss Iya mbak, jd makin kuatir aja kalo timer dihilangin. Pasti bakal byk yg ngerem mendadak begitu beru…",1
"RT @laksmasetiawan: @Saridee2 @e100ss 2. Klo di area deket TL, biarpun hijau jgn buru2. Tetep waspada. Kurangi dikitlah kecepatan biarpun T…",1
"RT @Arlensia8: @Saridee2 @win4r @e100ss Turut senang utk Surabaya yg uda ada cctv..to msh ada kelemahannya,krn jd takut minjemi kendaraan,a…",1
RT @laksmasetiawan: @Saridee2 @e100ss 1. Gak ush pake timer. Klo tau lampu udh kuning ya kurangi kecepatan. Siap2 berhenti. Bukan malah bur…,1
RT @Saridee2: @win4r @Arlensia8 @e100ss Betul. Seharusnya evaluasinya gak sepihak apalagi skrg ada cctv ketahuan siapa yg nyolong start,1
RT @Saridee2: @Arlensia8 @e100ss Nah itu dia. Org tadi ragu2 sih shg tdk menghiraukan sekitarnya. Yg jatuh y yg tengah krn hrs milih nabrak…,0
RT @Arlensia8: @Saridee2 @e100ss Turut prihatin mbak.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>Sy juga kalo msh ijo kuatir uda dadakan kuning,1
RT @Saridee2: @e100ss kenapa timer count down di TL dihilangkan ? Itu kan bisa utk timer waspada?,0
"RT @Dcahyawan09: @e100ss 07:41 pagi... day 7 - proyek perbaikan jalan : ruas bendungan pasuruan, arus lalin antri 500 m utk arah bangil dar…",1
RT @tuluswidiyanto: @e100ss pintu tol menanggal arah juanda padat https://t.co/hk3W1Z7kEH,0
RT @ariyantowiwit: @pln_123 Wow 2 jam listrik padam kawasan bratang sekitarnya @e100ss @pln_123,0
"RT @cekom_kn: @e100ss : sudah ada 2 jam listrik padam di kawasan Bratang gede, sumuk dan serangan nyamuk,melekan mas,nunggu listrik nyala...",0
"RT @nnaArya: @e100ss 1,5jam listrik padam, alamat melekan iki, sumuk + nyamuk gak raiso merem blas",0
"RT @rizal_a40: @e100ss Mati lampu udah 20 menit yg lalu kawasan Bratang gede gg 1 hadehhhh ..tugas masih banyak,???? Semoga gak Sampek wakt…",0
"RT @rizal_a40: @e100ss Mati lampu udah 20 menit yg lalu kawasan Bratang gede gg 1 hadehhhh ..tugas masih banyak,???? Semoga gak Sampek wakt…",0
"RT @achmadronald: Gubeng dan sekitarnya mati lampu, sumuk..??!! @pln_123 @e100ss",0
RT @wawa_prendoLL: Alhamdulillah wes nyala listrik e @e100ss,1
"RT @wawa_prendoLL: Listrik mati daerah Semolowaru Utara, ada apa gerangan? @e100ss",0
"RT @martasandhi: @e100ss Kel Mojo dan sekitarnya listrik mati

*kipas-kipas, panas-panas",0
"RT @rachmat_deddy: @e100ss listrik padam di daerah nginden surabaya, mohon tanggapanya @pln_123",0
RT @lila_laila1994: @e100ss info dong ini di jojoran 1 blok C mati lampu ada apa ya?,0
RT @CrestiSukmadevi: @e100ss tiba-tiba lampu mati di daerah Galaxi bumi permai skitarnya... Ada apa ya?? Mohon tindak lanjut. Ini ada baby…,0
RT @alexander_jw858: @e100ss @pln_123 lampu padam ngagel jaya tengah 5. Brp lama hidupnya?,0
RT @Sigitphotograph: Daerah semolowaru padam listrik coba telpon pln kagak di angkat. Ada info kenapa ya ? @e100ss,0
RT @Poeqoeh: @e100ss listrik di daerah Nginden I padam hampir 15menit apa ada perbaikan jaringan atau giliran pemadaman @pln_123,0
RT @IvaPranoto: @pln_123 @e100ss listrik padam di daerah semolowaru tengah.. ada.apa?? malam mlam bgini..,0
RT @BagusHadiMurti: @pln_123 @e100ss Mohon Bantuanx Listrik di SEMOLOWARU mati...  Trima Kasih,0
"RT @blue_saucer: @e100ss @pln_123 mulai...mati lampu ngetes jaringan sblm musim hujan
#kampusBUnair",0
RT @christmas_vow: Semolowaru listrik padam @e100ss,0
RT @BakoelLompia: @pln_123 @PLN_Surabaya  @e100ss  listrik padam kawasan tegal mulyorejo baru.selalu dijam istirahat malam! Mohon cepat dit…,0
RT @nnaArya: @e100ss bratang gede dsk listrik padam,0
@e100ss kalo 10 truk saja jalan sampahnya bisa numpuk di jalan https://t.co/0ldZVKlGY6,0
Demi kluarga...kerjaan apapun bisa...@infoPLN @e100ss https://t.co/XpmpXmp3X8,1
Badai Irma Putus Aliran Listrik Dua Juta Pelanggan. (odp-rs)... https://t.co/jWXiZXVUH1,0
"@laksmasetiawan @Saridee2 @e100ss Ga semudah teorinya. Perubahan ke kuning itu mendadak bgt, dan srg kita udh terla… https://t.co/yiZYuHXP1e",0
@Saridee2 @e100ss 3. Penggunaan timer malah sering disalahgunakan. Jadi semacam countdown utk berlomba dulu2an start hehehe...,0
"@Saridee2 @Arlensia8 @e100ss Iya mbak, jd makin kuatir aja kalo timer dihilangin. Pasti bakal byk yg ngerem mendada… https://t.co/37tUoUhBKV",1
"@Saridee2 @e100ss 2. Klo di area deket TL, biarpun hijau jgn buru2. Tetep waspada. Kurangi dikitlah kecepatan biarp… https://t.co/ofzIlWq0Wi",1
"@Saridee2 @win4r @e100ss Turut senang utk Surabaya yg uda ada cctv..to msh ada kelemahannya,krn jd takut minjemi ke… https://t.co/PXElPIKQus",1
@Saridee2 @e100ss 1. Gak ush pake timer. Klo tau lampu udh kuning ya kurangi kecepatan. Siap2 berhenti. Bukan malah buru2 nambah kecepatan.,1
"RT @Dcahyawan09: @e100ss 07:41 pagi... day 7 - proyek perbaikan jalan : ruas bendungan pasuruan, arus lalin antri 500 m utk arah bangil dar…",1
"@e100ss 07:41 pagi... day 7 - proyek perbaikan jalan : ruas bendungan pasuruan, arus lalin antri 500 m utk arah ban… https://t.co/3xOcTgIvHY",1
RT @tuluswidiyanto: @e100ss pintu tol menanggal arah juanda padat https://t.co/hk3W1Z7kEH,0
@e100ss pintu tol menanggal arah juanda padat https://t.co/hk3W1Z7kEH,0
"@e100ss Selamat pagi, gerbang tol waru  utama arah sby padat lancar. https://t.co/F78GwC5uTf",1
@pln_123 Wow 2 jam listrik padam kawasan bratang sekitarnya @e100ss @pln_123,0
"@e100ss : sudah ada 2 jam listrik padam di kawasan Bratang gede, sumuk dan serangan nyamuk,melekan mas,nunggu listrik nyala...",0
"@e100ss 1,5jam listrik padam, alamat melekan iki, sumuk + nyamuk gak raiso merem blas",0
"RT @achmadronald: Gubeng dan sekitarnya mati lampu, sumuk..??!! @pln_123 @e100ss",0
"@e100ss Mati lampu udah 20 menit yg lalu kawasan Bratang gede gg 1 hadehhhh ..tugas masih banyak,???? Semoga gak Sampek waktu saur,,,ada apa",0
"@e100ss Mati lampu udah 20 menit yg lalu kawasan Bratang gede gg 1 hadehhhh ..tugas masih banyak,???? Semoga gak Sampek waktu saur",0
"Gubeng dan sekitarnya mati lampu, sumuk..??!! @pln_123 @e100ss",0
RT @wawa_prendoLL: Alhamdulillah wes nyala listrik e @e100ss,1
Alhamdulillah wes nyala listrik e @e100ss,1
"RT @wawa_prendoLL: Listrik mati daerah Semolowaru Utara, ada apa gerangan? @e100ss",0
"Listrik mati daerah Semolowaru Utara, ada apa gerangan? @e100ss",0
"@e100ss Kel Mojo dan sekitarnya listrik mati

*kipas-kipas, panas-panas",0
"@e100ss listrik padam di daerah nginden surabaya, mohon tanggapanya @pln_123",0
RT @Sigitphotograph: Daerah semolowaru padam listrik coba telpon pln kagak di angkat. Ada info kenapa ya ? @e100ss,0
@e100ss info dong ini di jojoran 1 blok C mati lampu ada apa ya?,0
@e100ss @pln_123 lampu padam ngagel jaya tengah 5. Brp lama hidupnya?,0
Daerah semolowaru padam listrik coba telpon pln kagak di angkat. Ada info kenapa ya ? @e100ss,0
@e100ss tiba-tiba lampu mati di daerah Galaxi bumi permai skitarnya... Ada apa ya?? Mohon tindak lanjut. Ini ada baby yg lg sakit.,0
@pln_123 @e100ss listrik padam di daerah semolowaru tengah.. ada.apa?? malam mlam bgini..,0
@e100ss listrik di daerah Nginden I padam hampir 15menit apa ada perbaikan jaringan atau giliran pemadaman @pln_123,0
RT @christmas_vow: Semolowaru listrik padam @e100ss,0
@pln_123 @e100ss Mohon Bantuanx Listrik di SEMOLOWARU mati...  Trima Kasih,0
"@e100ss @pln_123 mulai...mati lampu ngetes jaringan sblm musim hujan
#kampusBUnair",0
Semolowaru listrik padam @e100ss,0
@pln_123 @PLN_Surabaya  @e100ss  listrik padam kawasan tegal mulyorejo baru.selalu dijam istirahat malam! Mohon cepat ditangani,0
@e100ss bratang gede dsk listrik padam,0
